Nom (minuscules);Région;Code postal
Barenton-Cel;Hauts-de-France;2000
Barenton-sur-Serre;Hauts-de-France;2270
Barisis-aux-Bois;Hauts-de-France;2700
Barzy-en-ThiÃ©rache;Hauts-de-France;2170
Barzy-sur-Marne;Hauts-de-France;2850
Bassoles-Aulers;Hauts-de-France;2380
VallÃ©es en Champagne;Hauts-de-France;2330
Baulne-en-Brie;;2330
Bazoches-et-Saint-Thibaut;Hauts-de-France;2220
Bazoches-sur-Vesles;;2220
BeaumÃ©;Hauts-de-France;2500
Beaumont-en-Beine;Hauts-de-France;2300
Beaurevoir;Hauts-de-France;2110
Beaurieux;Hauts-de-France;2160
Beautor;Hauts-de-France;2800
Beauvois-en-Vermandois;Hauts-de-France;2590
Becquigny;Hauts-de-France;2110
Belleau;Hauts-de-France;2400
Bellenglise;Hauts-de-France;2420
Belleu;Hauts-de-France;2200
Bellicourt;Hauts-de-France;2420
Benay;Hauts-de-France;2440
Bergues-sur-Sambre;Hauts-de-France;2450
Berlancourt;Hauts-de-France;2250
Berlise;Hauts-de-France;2340
Bernot;Hauts-de-France;2120
Berny-RiviÃ¨re;Hauts-de-France;2290
Berrieux;Hauts-de-France;2820
Berry-au-Bac;Hauts-de-France;2190
Bertaucourt-Epourdon;Hauts-de-France;2800
Berthenicourt;Hauts-de-France;2240
Bertricourt;Hauts-de-France;2190
Berzy-le-Sec;;
BesmÃ©;Hauts-de-France;2300
Besmont;Hauts-de-France;2500
Besny-et-Loizy;Hauts-de-France;2870
BÃ©thancourt-en-Vaux;Hauts-de-France;2300
Beugneux;Hauts-de-France;2210
Beuvardes;Hauts-de-France;2130
BÃ©zu-le-GuÃ©ry;Hauts-de-France;2310
BÃ©zu-Saint-Germain;Hauts-de-France;2400
Bichancourt;Hauts-de-France;2300
Bieuxy;Hauts-de-France;2290
BiÃ¨vres;Hauts-de-France;2860
Billy-sur-Aisne;Hauts-de-France;2200
Billy-sur-Ourcq;Hauts-de-France;2210
Blanzy-lÃ¨s-Fismes;Hauts-de-France;2160
BlÃ©rancourt;Hauts-de-France;2300
Blesmes;Hauts-de-France;2400
Bohain-en-Vermandois;Hauts-de-France;2110
Bois-lÃ¨s-Pargny;Hauts-de-France;2270
Boncourt;Hauts-de-France;2350
Bonneil;Hauts-de-France;2400
Bonnesvalyn;Hauts-de-France;2400
Bony;Hauts-de-France;2420
Bosmont-sur-Serre;Hauts-de-France;2250
Bouconville-Vauclair;Hauts-de-France;2860
BouÃ©;Hauts-de-France;2450
Bouffignereux;Hauts-de-France;2160
Bouresches;Hauts-de-France;2400
Bourg-et-Comin;Hauts-de-France;2160
Bourguignon-sous-Coucy;Hauts-de-France;2300
Bourguignon-sous-Montbavin;Hauts-de-France;2000
Bouteille;Hauts-de-France;2140
Braine;Hauts-de-France;2220
Brancourt-en-Laonnois;Hauts-de-France;2320
Brancourt-le-Grand;Hauts-de-France;2110
Brasles;Hauts-de-France;2400
Braye-en-Laonnois;Hauts-de-France;2000
Braye-en-ThiÃ©rache;Hauts-de-France;2140
Bray-Saint-Christophe;Hauts-de-France;2480
Braye;Hauts-de-France;2880
BrÃ©cy;Hauts-de-France;2210
Brenelle;Hauts-de-France;2220
Breny;Hauts-de-France;2210
Brie;Hauts-de-France;2870
Brissay-Choigny;Hauts-de-France;2240
Brissy-HamÃ©gicourt;Hauts-de-France;2240
Brumetz;Hauts-de-France;2810
Brunehamel;Hauts-de-France;2360
BruyÃ¨res-sur-FÃ¨re;Hauts-de-France;2130
BruyÃ¨res-et-MontbÃ©rault;Hauts-de-France;2860
Bruys;Hauts-de-France;2220
Bucilly;Hauts-de-France;2500
Bucy-le-Long;Hauts-de-France;2880
Bucy-lÃ¨s-Cerny;Hauts-de-France;2870
Bucy-lÃ¨s-Pierrepont;Hauts-de-France;2350
Buire;Hauts-de-France;2500
Buironfosse;Hauts-de-France;2620
Burelles;Hauts-de-France;2140
Bussiares;Hauts-de-France;2810
Buzancy;Hauts-de-France;2200
CaillouÃ«l-CrÃ©pigny;Hauts-de-France;2300
Camelin;Hauts-de-France;2300
Capelle;Hauts-de-France;2260
Castres;Hauts-de-France;2680
Catelet;Hauts-de-France;2420
Caulaincourt;Hauts-de-France;2490
Caumont;Hauts-de-France;2300
Celles-lÃ¨s-CondÃ©;Hauts-de-France;2330
Celle-sous-Montmirail;;
Celles-sur-Aisne;Hauts-de-France;2370
Cerizy;Hauts-de-France;2240
Cerny-en-Laonnois;Hauts-de-France;2860
Cerny-lÃ¨s-Bucy;Hauts-de-France;2870
Cerseuil;Hauts-de-France;2220
CessiÃ¨res-Suzy;Hauts-de-France;2320
CessiÃ¨res;;2320
Chacrise;Hauts-de-France;2200
Chaillevois;Hauts-de-France;2000
Chalandry;Hauts-de-France;2270
Chambry;Hauts-de-France;2000
Chamouille;Hauts-de-France;2860
Champs;Hauts-de-France;2670
Chaourse;Hauts-de-France;2340
Chapelle-Monthodon;;
Chapelle-sur-ChÃ©zy;Hauts-de-France;2570
Charly-sur-Marne;Hauts-de-France;2310
Charmel;Hauts-de-France;2850
Charmes;Hauts-de-France;2800
ChartÃ¨ves;Hauts-de-France;2400
Chassemy;Hauts-de-France;2370
ChÃ¢teau-Thierry;Hauts-de-France;2400
ChÃ¢tillon-lÃ¨s-Sons;Hauts-de-France;2270
ChÃ¢tillon-sur-Oise;Hauts-de-France;2240
Chaudardes;Hauts-de-France;2160
Chaudun;Hauts-de-France;2200
Chauny;Hauts-de-France;2302
Chavignon;Hauts-de-France;2000
Chavigny;Hauts-de-France;2880
Chavonne;Hauts-de-France;2370
ChÃ©rÃªt;Hauts-de-France;2860
Chermizy-Ailles;Hauts-de-France;2860
ChÃ©ry-Chartreuve;Hauts-de-France;2220
ChÃ©ry-lÃ¨s-Pouilly;Hauts-de-France;2000
ChÃ©ry-lÃ¨s-Rozoy;Hauts-de-France;2360
Chevennes;Hauts-de-France;2250
Chevregny;Hauts-de-France;2000
Chevresis-Monceau;Hauts-de-France;2270
ChÃ©zy-en-Orxois;Hauts-de-France;2810
ChÃ©zy-sur-Marne;Hauts-de-France;2570
Chierry;Hauts-de-France;2400
Chigny;Hauts-de-France;2120
Chivres-en-Laonnois;Hauts-de-France;2350
Chivres-Val;Hauts-de-France;2880
Chivy-lÃ¨s-Ã‰touvelles;Hauts-de-France;2000
Chouy;Hauts-de-France;2210
Cierges;Hauts-de-France;2130
Cilly;Hauts-de-France;2250
Ciry-Salsogne;Hauts-de-France;2220
Clacy-et-Thierret;Hauts-de-France;2000
Clairfontaine;Hauts-de-France;2260
Clamecy;Hauts-de-France;2880
Clastres;Hauts-de-France;2440
Clermont-les-Fermes;Hauts-de-France;2340
CÅ“uvres-et-Valsery;Hauts-de-France;2600
Coincy;Hauts-de-France;2210
Coingt;Hauts-de-France;2360
Colligis-Crandelain;Hauts-de-France;2860
Colonfay;Hauts-de-France;2120
Commenchon;Hauts-de-France;2300
Concevreux;Hauts-de-France;2160
CondÃ©-en-Brie;Hauts-de-France;2330
CondÃ©-sur-Aisne;Hauts-de-France;2370
CondÃ©-sur-Suippe;Hauts-de-France;2190
Condren;Hauts-de-France;2700
Connigis;Hauts-de-France;2330
Contescourt;Hauts-de-France;2680
Corbeny;Hauts-de-France;2820
Corcy;Hauts-de-France;2600
Coucy-le-ChÃ¢teau-Auffrique;Hauts-de-France;2380
Coucy-lÃ¨s-Eppes;Hauts-de-France;2840
Coucy-la-Ville;Hauts-de-France;2380
Coulonges-Cohan;Hauts-de-France;2130
Coupru;Hauts-de-France;2310
Courbes;Hauts-de-France;2800
Courboin;Hauts-de-France;2330
Courcelles-sur-Vesle;Hauts-de-France;2220
Courchamps;Hauts-de-France;2810
Courmelles;Hauts-de-France;2200
Courmont;Hauts-de-France;2130
Courtemont-Varennes;Hauts-de-France;2850
Courtrizy-et-Fussigny;Hauts-de-France;2820
Couvrelles;Hauts-de-France;2220
Couvron-et-Aumencourt;Hauts-de-France;2270
Coyolles;Hauts-de-France;2600
Cramaille;Hauts-de-France;2130
Craonne;Hauts-de-France;2160
Craonnelle;Hauts-de-France;2160
CrÃ©cy-au-Mont;Hauts-de-France;2380
CrÃ©cy-sur-Serre;Hauts-de-France;2270
CrÃ©py;Hauts-de-France;2870
CrÃ©zancy;Hauts-de-France;2650
Croix-Fonsomme;Hauts-de-France;2110
Croix-sur-Ourcq;Hauts-de-France;2210
Crouttes-sur-Marne;Hauts-de-France;2310
Crouy;Hauts-de-France;2880
Crupilly;Hauts-de-France;2120
Cuffies;Hauts-de-France;2880
Cugny;Hauts-de-France;2480
Cuirieux;Hauts-de-France;2350
Cuiry-Housse;Hauts-de-France;2220
Cuiry-lÃ¨s-Chaudardes;Hauts-de-France;2160
Cuiry-lÃ¨s-Iviers;Hauts-de-France;2360
Cuissy-et-Geny;Hauts-de-France;2160
Cuisy-en-Almont;Hauts-de-France;2200
Cutry;Hauts-de-France;2600
Cys-la-Commune;Hauts-de-France;2220
Dagny-Lambercy;Hauts-de-France;2140
Dallon;Hauts-de-France;2680
Dammard;Hauts-de-France;2470
Dampleux;Hauts-de-France;2600
Danizy;Hauts-de-France;2800
Dercy;Hauts-de-France;2270
Deuillet;Hauts-de-France;2700
Dhuizel;Hauts-de-France;2220
Dizy-le-Gros;Hauts-de-France;2340
Dohis;Hauts-de-France;2360
Dolignon;Hauts-de-France;2360
Dommiers;Hauts-de-France;2600
Domptin;Hauts-de-France;2310
Dorengt;Hauts-de-France;2450
Douchy;Hauts-de-France;2590
Dravegny;Hauts-de-France;2130
Droizy;Hauts-de-France;2210
Dury;Hauts-de-France;2480
Ã‰bouleau;Hauts-de-France;2350
Effry;Hauts-de-France;2500
Englancourt;Hauts-de-France;2260
Ã‰pagny;Hauts-de-France;2290
Ã‰parcy;Hauts-de-France;2500
Ã‰paux-BÃ©zu;Hauts-de-France;2400
Ã‰pieds;Hauts-de-France;2400
Ã‰pine-aux-Bois;Hauts-de-France;2540
Eppes;Hauts-de-France;2840
Erlon;Hauts-de-France;2250
Erloy;Hauts-de-France;2260
Escaufourt;;
EsquÃ©hÃ©ries;Hauts-de-France;2170
Essigny-le-Grand;Hauts-de-France;2690
Essigny-le-Petit;Hauts-de-France;2100
Essises;Hauts-de-France;2570
EssÃ´mes-sur-Marne;Hauts-de-France;2400
EstrÃ©es;Hauts-de-France;2420
Ã‰tampes-sur-Marne;Hauts-de-France;2400
Ã‰taves-et-Bocquiaux;Hauts-de-France;2110
Ã‰touvelles;Hauts-de-France;2000
Ã‰trÃ©aupont;Hauts-de-France;2580
Ã‰treillers;Hauts-de-France;2590
Ã‰trÃ©pilly;Hauts-de-France;2400
Ã‰treux;Hauts-de-France;2510
Ã‰vergnicourt;Hauts-de-France;2190
Fargniers;;
Faucoucourt;;
Faverolles;Hauts-de-France;2600
Fayet;Hauts-de-France;2100
FÃ¨re;Hauts-de-France;2800
FÃ¨re-en-Tardenois;Hauts-de-France;2130
FertÃ©-Chevresis;Hauts-de-France;2270
FertÃ©-Milon;Hauts-de-France;2460
Fesmy-le-Sart;Hauts-de-France;2450
Festieux;Hauts-de-France;2840
Fieulaine;Hauts-de-France;2110
Filain;Hauts-de-France;2000
Flamengrie;Hauts-de-France;2260
Flavigny-le-Grand-et-Beaurain;Hauts-de-France;2120
Flavy-le-Martel;Hauts-de-France;2520
Fleury;Hauts-de-France;2600
FluquiÃ¨res;Hauts-de-France;2590
Folembray;Hauts-de-France;2670
Fonsomme;Hauts-de-France;2110
Fontaine-lÃ¨s-Clercs;Hauts-de-France;2680
Fontaine-lÃ¨s-Vervins;Hauts-de-France;2140
Fontaine-Notre-Dame;Hauts-de-France;2110
Fontaine-Uterte;Hauts-de-France;2110
Fontenelle;Hauts-de-France;2170
Fontenelle-en-Brie;;
Fontenoy;Hauts-de-France;2290
Foreste;Hauts-de-France;2590
Fossoy;Hauts-de-France;2650
Fourdrain;Hauts-de-France;2870
Francilly-Selency;Hauts-de-France;2760
Franqueville;Hauts-de-France;2140
Fresnes-en-Tardenois;Hauts-de-France;2130
Fresnes-sous-Coucy;Hauts-de-France;2380
Fresnoy-le-Grand;Hauts-de-France;2230
Fressancourt;Hauts-de-France;2800
FriÃ¨res-FaillouÃ«l;Hauts-de-France;2700
FroidestrÃ©es;Hauts-de-France;2260
Froidmont-Cohartille;Hauts-de-France;2270
Gandelu;Hauts-de-France;2810
Gauchy;Hauts-de-France;2430
Gercy;Hauts-de-France;2140
Gergny;Hauts-de-France;2260
Germaine;Hauts-de-France;2590
Gibercourt;Hauts-de-France;2440
Gizy;Hauts-de-France;2350
Gland;Hauts-de-France;2400
Glennes;;
Goudelancourt-lÃ¨s-Berrieux;Hauts-de-France;2820
Goudelancourt-lÃ¨s-Pierrepont;Hauts-de-France;2350
Goussancourt;Hauts-de-France;2130
Gouy;Hauts-de-France;2420
Grandlup-et-Fay;Hauts-de-France;2350
Grandrieux;Hauts-de-France;2360
Gricourt;Hauts-de-France;2100
Grisolles;Hauts-de-France;2210
Gronard;Hauts-de-France;2140
Grougis;Hauts-de-France;2110
Grugies;Hauts-de-France;2680
Villeneuve-sur-Aisne;Hauts-de-France;2190
Guignicourt;;2190
Guise;Hauts-de-France;2120
Guivry;Hauts-de-France;2300
Guny;Hauts-de-France;2300
Guyencourt;Hauts-de-France;2160
Hannapes;Hauts-de-France;2510
Happencourt;Hauts-de-France;2480
Haramont;Hauts-de-France;2600
Harcigny;Hauts-de-France;2140
Hargicourt;Hauts-de-France;2420
Harly;Hauts-de-France;2100
Hartennes-et-Taux;Hauts-de-France;2210
Hary;Hauts-de-France;2140
Lehaucourt;Hauts-de-France;2420
Hautevesnes;Hauts-de-France;2810
Hauteville;Hauts-de-France;2120
Haution;Hauts-de-France;2140
HÃ©rie;Hauts-de-France;2500
HÃ©rie-la-ViÃ©ville;Hauts-de-France;2120
Hinacourt;Hauts-de-France;2440
Hirson;Hauts-de-France;2500
Holnon;Hauts-de-France;2760
HombliÃ¨res;Hauts-de-France;2720
Houry;Hauts-de-France;2140
Housset;Hauts-de-France;2250
Iron;Hauts-de-France;2510
Itancourt;Hauts-de-France;2240
Iviers;Hauts-de-France;2360
Jaulgonne;Hauts-de-France;2850
Jeancourt;Hauts-de-France;2490
Jeantes;Hauts-de-France;2140
Joncourt;Hauts-de-France;2420
Jouaignes;Hauts-de-France;2220
Jumencourt;Hauts-de-France;2380
Jumigny;Hauts-de-France;2160
Jussy;Hauts-de-France;2480
Juvigny;Hauts-de-France;2880
Juvincourt-et-Damary;Hauts-de-France;2190
Laffaux;Hauts-de-France;2880
Laigny;Hauts-de-France;2140
Lanchy;Hauts-de-France;2590
Landifay-et-Bertaignemont;Hauts-de-France;2120
Landouzy-la-Cour;Hauts-de-France;2140
Landouzy-la-Ville;Hauts-de-France;2140
Landricourt;Hauts-de-France;2380
Laniscourt;Hauts-de-France;2000
Laon;Hauts-de-France;2000
Lappion;Hauts-de-France;2150
Largny-sur-Automne;Hauts-de-France;2600
Latilly;Hauts-de-France;2210
Launoy;Hauts-de-France;2210
Laval-en-Laonnois;Hauts-de-France;2860
Lavaqueresse;Hauts-de-France;2450
Laversine;Hauts-de-France;2600
LemÃ©;Hauts-de-France;2140
Lempire;Hauts-de-France;2420
Lerzy;Hauts-de-France;2260
Leschelle;Hauts-de-France;2170
Lesdins;Hauts-de-France;2100
Lesges;Hauts-de-France;2220
Lesquielles-Saint-Germain;Hauts-de-France;2120
Leuilly-sous-Coucy;Hauts-de-France;2380
Leury;Hauts-de-France;2880
Leuze;Hauts-de-France;2500
Levergies;Hauts-de-France;2420
Lhuys;Hauts-de-France;2220
Licy-Clignon;Hauts-de-France;2810
Lierval;Hauts-de-France;2860
Liesse-Notre-Dame;Hauts-de-France;2350
Liez;Hauts-de-France;2700
LimÃ©;Hauts-de-France;2220
Lislet;Hauts-de-France;2340
Lizy;;
Logny-lÃ¨s-Aubenton;Hauts-de-France;2500
Longpont;Hauts-de-France;2600
Septvallons;Hauts-de-France;2160
Longueval-Barbonval;;2160
Lor;Hauts-de-France;2190
LouÃ¢tre;Hauts-de-France;2600
Loupeigne;Hauts-de-France;2130
Lucy-le-Bocage;Hauts-de-France;2400
Lugny;Hauts-de-France;2140
Luzoir;Hauts-de-France;2500
Ly-Fontaine;Hauts-de-France;2440
Maast-et-Violaine;Hauts-de-France;2220
MÃ¢checourt;Hauts-de-France;2350
Macogny;Hauts-de-France;2470
Macquigny;Hauts-de-France;2120
Magny-la-Fosse;Hauts-de-France;2420
Maissemy;Hauts-de-France;2490
Maizy;Hauts-de-France;2160
Malmaison;Hauts-de-France;2190
Malzy;Hauts-de-France;2120
Manicamp;Hauts-de-France;2300
Marchais;Hauts-de-France;2350
Dhuys et Morin-en-Brie;Hauts-de-France;2540
Marchais-en-Brie;;2540
Marcy;Hauts-de-France;2720
Marcy-sous-Marle;Hauts-de-France;2250
Marest-Dampcourt;Hauts-de-France;2300
Mareuil-en-DÃ´le;Hauts-de-France;2130
Marfontaine;Hauts-de-France;2140
Margival;Hauts-de-France;2880
Marigny-en-Orxois;Hauts-de-France;2810
Marizy-Sainte-GeneviÃ¨ve;Hauts-de-France;2470
Marizy-Saint-Mard;Hauts-de-France;2470
Marle;Hauts-de-France;2250
Marly-Gomont;Hauts-de-France;2120
Martigny;Hauts-de-France;2500
Martigny-Courpierre;Hauts-de-France;2860
Mauregny-en-Haye;Hauts-de-France;2820
Mayot;Hauts-de-France;2800
Mennessis;Hauts-de-France;2700
Menneville;;
Mennevret;Hauts-de-France;2630
Mercin-et-Vaux;Hauts-de-France;2200
Merlieux-et-Fouquerolles;Hauts-de-France;2000
Merval;;
Mesbrecourt-Richecourt;Hauts-de-France;2270
Mesnil-Saint-Laurent;Hauts-de-France;2720
Meurival;Hauts-de-France;2160
MÃ©ziÃ¨res-sur-Oise;Hauts-de-France;2240
MÃ©zy-Moulins;Hauts-de-France;2650
Missy-aux-Bois;Hauts-de-France;2200
Missy-lÃ¨s-Pierrepont;Hauts-de-France;2350
Missy-sur-Aisne;Hauts-de-France;2880
Molain;Hauts-de-France;2110
Molinchart;Hauts-de-France;2000
Monampteuil;Hauts-de-France;2000
Monceau-le-Neuf-et-Faucouzy;Hauts-de-France;2270
Monceau-lÃ¨s-Leups;Hauts-de-France;2270
Monceau-le-Waast;Hauts-de-France;2840
Monceau-sur-Oise;Hauts-de-France;2120
Mondrepuis;Hauts-de-France;2500
Monnes;Hauts-de-France;2470
Mons-en-Laonnois;Hauts-de-France;2000
Montaigu;Hauts-de-France;2820
Montbavin;Hauts-de-France;2000
Montbrehain;Hauts-de-France;2110
MontchÃ¢lons;Hauts-de-France;2860
Montcornet;Hauts-de-France;2340
Mont-d'Origny;Hauts-de-France;2390
Montescourt-Lizerolles;Hauts-de-France;2440
Montfaucon;Hauts-de-France;2540
Montgobert;Hauts-de-France;2600
Montgru-Saint-Hilaire;Hauts-de-France;2210
Monthenault;Hauts-de-France;2860
Monthiers;Hauts-de-France;2400
Monthurel;Hauts-de-France;2330
Montigny-en-Arrouaise;Hauts-de-France;2110
Montigny-l'Allier;Hauts-de-France;2810
Montigny-le-Franc;Hauts-de-France;2250
Montigny-Lengrain;Hauts-de-France;2290
Montigny-lÃ¨s-CondÃ©;Hauts-de-France;2330
Montigny-sous-Marle;Hauts-de-France;2250
Montigny-sur-CrÃ©cy;Hauts-de-France;2270
Montlevon;Hauts-de-France;2330
MontlouÃ©;Hauts-de-France;2340
Mont-Notre-Dame;Hauts-de-France;2220
Montreuil-aux-Lions;Hauts-de-France;2310
Mont-Saint-Jean;Hauts-de-France;2360
Mont-Saint-Martin;Hauts-de-France;2220
Mont-Saint-PÃ¨re;Hauts-de-France;2400
Morcourt;Hauts-de-France;2100
Morgny-en-ThiÃ©rache;Hauts-de-France;2360
Morsain;Hauts-de-France;2290
Mortefontaine;Hauts-de-France;2600
Mortiers;Hauts-de-France;2270
Moulins;Hauts-de-France;2160
Moussy-Verneuil;Hauts-de-France;2160
MoÃ¿-de-l'Aisne;Hauts-de-France;2610
Muret-et-Crouttes;Hauts-de-France;2210
Muscourt;Hauts-de-France;2160
Nampcelles-la-Cour;Hauts-de-France;2140
Nampteuil-sous-Muret;Hauts-de-France;2200
Nanteuil-la-Fosse;Hauts-de-France;2880
Nanteuil-Notre-Dame;Hauts-de-France;2210
Nauroy;Hauts-de-France;2420
Nesles-la-Montagne;Hauts-de-France;2400
NeufchÃ¢tel-sur-Aisne;Hauts-de-France;2190
Neuflieux;Hauts-de-France;2300
Neuilly-Saint-Front;Hauts-de-France;2470
Neuve-Maison;Hauts-de-France;2500
Neuville-Bosmont;Hauts-de-France;2250
Neuville-en-Beine;Hauts-de-France;2300
Neuville-Housset;Hauts-de-France;2250
Neuville-lÃ¨s-Dorengt;Hauts-de-France;2450
Neuville-Saint-Amand;Hauts-de-France;2100
Neuville-sur-Ailette;Hauts-de-France;2860
Neuville-sur-Margival;Hauts-de-France;2880
Neuvillette;Hauts-de-France;2390
Nizy-le-Comte;Hauts-de-France;2150
Nogentel;Hauts-de-France;2400
Nogent-l'Artaud;Hauts-de-France;2310
Noircourt;Hauts-de-France;2340
Noroy-sur-Ourcq;Hauts-de-France;2600
Nouvion-en-ThiÃ©rache;Hauts-de-France;2170
Nouvion-et-Catillon;Hauts-de-France;2270
Nouvion-le-Comte;Hauts-de-France;2800
Nouvion-le-Vineux;Hauts-de-France;2860
Nouvron-VingrÃ©;Hauts-de-France;2290
Noyales;Hauts-de-France;2120
Bernoy-le-ChÃ¢teau;Hauts-de-France;2200
Noyant-et-Aconin;;2200
Å’uilly;Hauts-de-France;2160
Ognes;Hauts-de-France;2300
Ohis;Hauts-de-France;2500
Oigny-en-Valois;Hauts-de-France;2600
Oisy;Hauts-de-France;2450
Ollezy;Hauts-de-France;2480
Omissy;Hauts-de-France;2100
Orainville;Hauts-de-France;2190
Orgeval;Hauts-de-France;2860
Origny-en-ThiÃ©rache;Hauts-de-France;2550
Origny-Sainte-Benoite;Hauts-de-France;2390
Osly-Courtil;Hauts-de-France;2290
Ostel;Hauts-de-France;2370
Oulches-la-VallÃ©e-Foulon;Hauts-de-France;2160
Oulchy-la-Ville;Hauts-de-France;2210
Oulchy-le-ChÃ¢teau;Hauts-de-France;2210
Paars;Hauts-de-France;2220
Paissy;Hauts-de-France;2160
Pancy-Courtecon;Hauts-de-France;2860
Papleux;Hauts-de-France;2260
Parcy-et-Tigny;Hauts-de-France;2210
Parfondeval;Hauts-de-France;2360
Parfondru;Hauts-de-France;2840
Pargnan;Hauts-de-France;2160
Pargny-Filain;Hauts-de-France;2000
Pargny-la-Dhuys;Hauts-de-France;2330
Pargny-les-Bois;Hauts-de-France;2270
Parpeville;Hauts-de-France;2240
Pasly;Hauts-de-France;2200
Passy-en-Valois;Hauts-de-France;2470
Passy-sur-Marne;Hauts-de-France;2850
Pavant;Hauts-de-France;2310
Perles;;
Pernant;Hauts-de-France;2200
Pierremande;Hauts-de-France;2300
Pierrepont;Hauts-de-France;2350
Pignicourt;Hauts-de-France;2190
Pinon;Hauts-de-France;2320
Pithon;Hauts-de-France;2480
Pleine-Selve;Hauts-de-France;2240
Plessier-Huleu;Hauts-de-France;2210
Ploisy;Hauts-de-France;2200
Plomion;Hauts-de-France;2140
Ployart-et-Vaurseine;Hauts-de-France;2860
Pommiers;Hauts-de-France;2200
Pont-Arcy;Hauts-de-France;2160
Pontavert;Hauts-de-France;2160
Pontru;Hauts-de-France;2490
Pontruet;Hauts-de-France;2490
Pont-Saint-Mard;Hauts-de-France;2380
Pouilly-sur-Serre;Hauts-de-France;2270
PrÃ©mont;Hauts-de-France;2110
PrÃ©montrÃ©;Hauts-de-France;2320
Presles-et-Boves;Hauts-de-France;2370
Presles-et-Thierny;Hauts-de-France;2860
Priez;Hauts-de-France;2470
Prisces;Hauts-de-France;2140
Proisy;Hauts-de-France;2120
Proix;Hauts-de-France;2120
Prouvais;Hauts-de-France;2190
Proviseux-et-Plesnoy;Hauts-de-France;2190
Puiseux-en-Retz;Hauts-de-France;2600
Puisieux-et-Clanlieu;Hauts-de-France;2120
Quessy;;
Quierzy;Hauts-de-France;2300
Quincy-Basse;Hauts-de-France;2380
Quincy-sous-le-Mont;Hauts-de-France;2220
Raillimont;Hauts-de-France;2360
Ramicourt;Hauts-de-France;2110
Regny;Hauts-de-France;2240
Remaucourt;Hauts-de-France;2100
Remies;Hauts-de-France;2270
Remigny;Hauts-de-France;2440
Renansart;Hauts-de-France;2240
Renneval;Hauts-de-France;2340
RÃ©signy;Hauts-de-France;2360
Ressons-le-Long;Hauts-de-France;2290
Retheuil;Hauts-de-France;2600
Reuilly-Sauvigny;Hauts-de-France;2850
RÃ©villon;;
Ribeauville;Hauts-de-France;2110
Ribemont;Hauts-de-France;2240
Rocourt-Saint-Martin;Hauts-de-France;2210
Rocquigny;Hauts-de-France;2260
RogÃ©court;Hauts-de-France;2800
Rogny;Hauts-de-France;2140
Romeny-sur-Marne;Hauts-de-France;2310
Romery;Hauts-de-France;2120
RonchÃ¨res;Hauts-de-France;2130
Roucy;Hauts-de-France;2160
Rougeries;Hauts-de-France;2140
Roupy;Hauts-de-France;2590
Rouvroy;Hauts-de-France;2100
Rouvroy-sur-Serre;Hauts-de-France;2360
Royaucourt-et-Chailvet;Hauts-de-France;2000
Rozet-Saint-Albin;Hauts-de-France;2210
RoziÃ¨res-sur-Crise;Hauts-de-France;2200
Rozoy-Bellevalle;Hauts-de-France;2540
Grand-Rozoy;Hauts-de-France;2210
Rozoy-sur-Serre;Hauts-de-France;2360
Saconin-et-Breuil;Hauts-de-France;2200
Sains-Richaumont;Hauts-de-France;2120
Saint-Agnan;;
Saint-Algis;Hauts-de-France;2260
Saint-Aubin;Hauts-de-France;2300
Saint-Bandry;Hauts-de-France;2290
Saint-Christophe-Ã -Berry;Hauts-de-France;2290
Saint-ClÃ©ment;Hauts-de-France;2360
Sainte-Croix;Hauts-de-France;2820
Saint-Erme-Outre-et-Ramecourt;Hauts-de-France;2820
Saint-EugÃ¨ne;Hauts-de-France;2330
Sainte-GeneviÃ¨ve;Hauts-de-France;2340
Saint-Gengoulph;Hauts-de-France;2810
Saint-Gobain;Hauts-de-France;2410
Saint-Gobert;Hauts-de-France;2140
Saint-Mard;Hauts-de-France;2220
Saint-Martin-RiviÃ¨re;Hauts-de-France;2110
Saint-Michel;Hauts-de-France;2830
Saint-Nicolas-aux-Bois;Hauts-de-France;2410
Saint-Paul-aux-Bois;Hauts-de-France;2300
Saint-Pierre-Aigle;Hauts-de-France;2600
Saint-Pierre-lÃ¨s-Franqueville;Hauts-de-France;2140
Saint-Pierremont;Hauts-de-France;2250
Sainte-Preuve;Hauts-de-France;2350
Saint-Quentin;Hauts-de-France;2100
Saint-RÃ©my-Blanzy;Hauts-de-France;2210
Saint-Simon;Hauts-de-France;2640
Saint-Thibaut;;
Saint-Thomas;Hauts-de-France;2820
Samoussy;Hauts-de-France;2840
Sancy-les-Cheminots;Hauts-de-France;2880
Saponay;Hauts-de-France;2130
Saulchery;Hauts-de-France;2310
Savy;Hauts-de-France;2590
Seboncourt;Hauts-de-France;2110
Selens;Hauts-de-France;2300
Selve;Hauts-de-France;2150
Septmonts;Hauts-de-France;2200
Septvaux;Hauts-de-France;2410
Sequehart;Hauts-de-France;2420
Serain;Hauts-de-France;2110
Seraucourt-le-Grand;Hauts-de-France;2790
Serches;Hauts-de-France;2220
Sergy;Hauts-de-France;2130
Seringes-et-Nesles;Hauts-de-France;2130
Sermoise;Hauts-de-France;2220
Serval;Hauts-de-France;2160
Servais;Hauts-de-France;2700
SÃ©ry-lÃ¨s-MÃ©ziÃ¨res;Hauts-de-France;2240
Silly-la-Poterie;Hauts-de-France;2460
Sinceny;Hauts-de-France;2300
Sissonne;Hauts-de-France;2150
